age,numberChildren,incomeRating,wealthRating,mailOrderPurchases,totalGivingAmount,numberGifts,smallestGiftAmount,largestGiftAmount,averageGiftAmount,yearsSinceFirstDonation,monthsSinceLastDonation,inHouseDonor,plannedGivingDonor,sweepstakesDonor,P3Donor,state,urbanicity,socioEconomicStatus,isHomeowner,gender,respondedMailing
68,NA,2,1,7,32,8,3,5,4,2,11,FALSE,FALSE,FALSE,FALSE,OK,town,average,TRUE,female,FALSE
34,NA,4,NA,0,34,5,3,10,6.8,2,11,FALSE,FALSE,FALSE,FALSE,KY,rural,average,TRUE,female,FALSE
67,NA,3,3,1,118,11,5,15,10.727272727,5,2,TRUE,FALSE,FALSE,FALSE,MO,town,average,NA,male,FALSE
69,NA,1,1,12,126,24,2,7,5.25,5,1,FALSE,FALSE,FALSE,TRUE,FL,urban,average,NA,female,TRUE
46,NA,2,1,0,162,16,2,15,10.125,6,20,FALSE,FALSE,FALSE,FALSE,WI,rural,average,NA,male,FALSE
46,1,4,6,3,120,7,10,20,17.142857143,7,11,FALSE,FALSE,FALSE,FALSE,TX,city,highest,TRUE,female,FALSE
NA,NA,NA,NA,0,100,1,100,100,100,1,13,FALSE,FALSE,FALSE,FALSE,SC,suburb,average,NA,male,FALSE
74,NA,1,NA,0,40,4,5,15,10,2,14,FALSE,FALSE,FALSE,FALSE,IN,rural,average,NA,male,FALSE
64,NA,2,4,7,141,12,5,17,11.75,8,19,FALSE,FALSE,FALSE,FALSE,MI,town,average,TRUE,male,FALSE
56,NA,2,9,2,309,23,5,25,13.434782609,11,14,FALSE,FALSE,FALSE,FALSE,MI,suburb,highest,TRUE,female,FALSE
40,1,7,9,0,85,3,20,40,28.333333333,2,16,FALSE,FALSE,FALSE,FALSE,WI,town,highest,TRUE,female,FALSE
24,1,1,3,4,15,1,15,15,15,1,12,FALSE,FALSE,FALSE,FALSE,AZ,city,average,NA,female,FALSE
87,NA,1,5,25,191,15,7,15,12.733333333,10,15,FALSE,FALSE,FALSE,FALSE,CA,rural,average,TRUE,female,FALSE
63,NA,4,NA,0,88,6,5,25,14.666666667,5,14,FALSE,FALSE,FALSE,FALSE,NV,urban,average,TRUE,male,FALSE
43,2,6,NA,0,119,10,5,20,11.9,11,18,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,female,FALSE
67,NA,5,NA,0,256,32,3,14,8,11,16,FALSE,FALSE,FALSE,FALSE,AL,town,average,NA,male,FALSE
NA,NA,1,4,2,90,17,3,10,5.2941176471,9,15,FALSE,FALSE,FALSE,FALSE,MI,rural,average,NA,female,FALSE
62,NA,6,NA,0,139,15,5,12,9.2666666667,11,19,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,male,FALSE
48,NA,7,9,2,20,2,5,15,10,2,14,FALSE,FALSE,FALSE,FALSE,GA,suburb,highest,TRUE,male,FALSE
36,3,2,1,0,101,10,5,13,10.1,9,14,FALSE,FALSE,FALSE,FALSE,NC,rural,lowest,NA,female,FALSE
NA,NA,NA,NA,0,135,15,5,13,9,9,14,FALSE,FALSE,FALSE,FALSE,SC,town,lowest,NA,NA,FALSE
NA,NA,5,NA,0,42,2,20,22,21,3,14,FALSE,FALSE,FALSE,FALSE,FL,urban,average,TRUE,female,FALSE
76,NA,4,NA,0,219,19,4,25,11.526315789,6,15,FALSE,FALSE,FALSE,FALSE,TN,rural,average,NA,female,FALSE
61,NA,NA,NA,0,174,25,2,10,6.96,10,14,FALSE,FALSE,FALSE,FALSE,FL,rural,average,NA,female,FALSE
NA,NA,NA,NA,0,25,1,25,25,25,1,13,FALSE,FALSE,FALSE,FALSE,CA,urban,average,NA,male,FALSE
55,NA,4,2,4,81,16,2,10,5.0625,7,12,FALSE,FALSE,FALSE,FALSE,IA,city,lowest,TRUE,female,FALSE
66,2,4,9,2,35,5,5,10,7,2,11,FALSE,FALSE,FALSE,FALSE,SC,city,highest,TRUE,female,FALSE
84,NA,5,8,10,184,21,3,20,8.7619047619,11,14,FALSE,FALSE,FALSE,FALSE,IL,city,highest,TRUE,male,FALSE
NA,NA,NA,NA,0,195,12,10,22,16.25,7,12,FALSE,FALSE,FALSE,FALSE,IL,suburb,highest,NA,female,FALSE
69,NA,NA,NA,0,597,38,5,26,15.710526316,7,11,TRUE,FALSE,FALSE,FALSE,FL,NA,NA,NA,female,FALSE
60,NA,NA,NA,0,26,2,10,16,13,2,14,FALSE,FALSE,FALSE,FALSE,FL,town,average,NA,female,FALSE
60,1,3,8,8,134.9,10,3,29.9,13.49,9,19,FALSE,FALSE,FALSE,FALSE,NV,suburb,highest,NA,female,FALSE
36,NA,4,9,15,123,19,4,10,6.4736842105,11,12,FALSE,FALSE,FALSE,FALSE,MO,suburb,highest,TRUE,male,FALSE
50,NA,6,4,11,85,9,3,20,9.4444444444,2,14,FALSE,FALSE,FALSE,FALSE,TX,town,average,TRUE,female,FALSE
56,NA,3,4,5,30,2,15,15,15,2,19,FALSE,FALSE,FALSE,FALSE,FL,town,average,TRUE,female,FALSE
50,2,7,8,1,89,9,5,12,9.8888888889,3,15,FALSE,FALSE,FALSE,FALSE,IL,town,highest,TRUE,female,FALSE
76,NA,5,NA,0,439,50,3,28,8.78,10,14,FALSE,FALSE,FALSE,FALSE,FL,NA,NA,TRUE,male,FALSE
48,NA,5,NA,0,20,3,5,10,6.6666666667,1,11,FALSE,FALSE,FALSE,FALSE,TX,rural,lowest,NA,male,FALSE
NA,NA,7,NA,0,82,14,3,9,5.8571428571,5,17,FALSE,FALSE,FALSE,FALSE,FL,suburb,highest,TRUE,female,FALSE
62,NA,5,8,17,109,8,3,35,13.625,9,15,FALSE,FALSE,FALSE,FALSE,GA,suburb,highest,TRUE,female,FALSE
51,NA,3,8,2,76,7,5,15,10.857142857,7,14,FALSE,FALSE,FALSE,FALSE,IN,rural,average,TRUE,female,FALSE
60,NA,4,8,0,176,19,2,15,9.2631578947,10,15,FALSE,FALSE,FALSE,FALSE,FL,suburb,average,TRUE,female,FALSE
NA,NA,NA,NA,0,45,6,5,11,7.5,2,18,FALSE,FALSE,FALSE,FALSE,AL,rural,average,NA,female,FALSE
NA,NA,NA,NA,0,150,4,25,50,37.5,3,11,FALSE,FALSE,FALSE,FALSE,CA,city,highest,NA,male,FALSE
70,NA,3,9,14,76,15,3,7,5.0666666667,10,13,FALSE,FALSE,FALSE,FALSE,OR,suburb,highest,NA,female,FALSE
58,NA,5,3,10,75,2,25,50,37.5,2,13,FALSE,FALSE,FALSE,FALSE,MI,town,average,TRUE,male,FALSE
48,NA,2,NA,0,118,9,5,20,13.111111111,7,20,FALSE,FALSE,FALSE,FALSE,MN,suburb,average,NA,female,FALSE
42,1,4,4,12,180,7,20,30,25.714285714,5,15,FALSE,FALSE,FALSE,FALSE,IL,urban,lowest,TRUE,male,FALSE
64,NA,3,7,9,26,6,3,6,4.3333333333,2,12,FALSE,FALSE,FALSE,FALSE,KY,suburb,lowest,TRUE,female,FALSE
30,NA,1,NA,0,65,4,5,20,16.25,2,11,FALSE,FALSE,FALSE,FALSE,OK,town,average,NA,male,FALSE
NA,NA,1,3,15,192,11,15,22,17.454545455,6,20,FALSE,FALSE,FALSE,FALSE,OR,town,lowest,TRUE,female,FALSE
84,NA,5,9,14,25,2,5,20,12.5,1,13,FALSE,FALSE,FALSE,TRUE,CA,suburb,highest,TRUE,female,FALSE
79,NA,7,7,0,210,13,10,25,16.153846154,7,11,FALSE,FALSE,FALSE,FALSE,TX,urban,average,TRUE,female,FALSE
NA,NA,NA,NA,0,27,3,5,15,9,3,23,FALSE,FALSE,FALSE,FALSE,TN,town,average,NA,female,TRUE
72,NA,1,0,0,110,8,5,21,13.75,5,14,FALSE,FALSE,FALSE,FALSE,MO,city,lowest,NA,female,FALSE
79,NA,1,5,0,61,6,5,15,10.166666667,5,12,FALSE,FALSE,FALSE,FALSE,FL,city,highest,NA,male,FALSE
50,NA,NA,NA,0,15,1,15,15,15,2,19,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,NA,female,FALSE
NA,NA,3,2,0,82,13,3,9,6.3076923077,7,12,FALSE,FALSE,FALSE,FALSE,IN,rural,average,NA,female,FALSE
80,NA,1,7,4,171,43,1,10,3.976744186,10,0,TRUE,FALSE,FALSE,TRUE,LA,urban,average,NA,male,FALSE
NA,NA,NA,NA,0,36,5,3,14,7.2,2,11,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,NA,male,FALSE
62,1,3,4,6,58,9,3,10,6.4444444444,9,11,FALSE,FALSE,FALSE,FALSE,NE,town,average,TRUE,female,FALSE
85,NA,1,NA,0,80,5,10,21,16,7,20,FALSE,FALSE,FALSE,FALSE,MI,urban,lowest,NA,female,FALSE
68,NA,4,9,7,58,5,6,16,11.6,2,12,FALSE,FALSE,FALSE,FALSE,MI,city,highest,TRUE,male,FALSE
29,2,3,4,6,81,5,10,20,16.2,3,23,FALSE,FALSE,FALSE,FALSE,ID,town,average,TRUE,male,FALSE
NA,NA,NA,NA,0,121,5,6,50,24.2,2,17,FALSE,FALSE,FALSE,FALSE,FL,urban,highest,NA,male,FALSE
48,NA,7,NA,0,404,33,3,21,12.242424242,11,16,FALSE,FALSE,FALSE,FALSE,CA,town,highest,TRUE,male,FALSE
NA,NA,NA,NA,0,79,8,5,14,9.875,6,14,FALSE,FALSE,FALSE,FALSE,SC,suburb,average,NA,female,TRUE
NA,NA,NA,NA,0,42,5,5,10,8.4,5,13,FALSE,FALSE,FALSE,FALSE,AL,town,lowest,NA,male,FALSE
38,NA,4,9,0,75,5,10,20,15,3,18,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,male,FALSE
48,NA,3,9,1,96,7,5,25,13.714285714,9,12,FALSE,FALSE,FALSE,FALSE,IL,suburb,highest,TRUE,male,FALSE
51,NA,4,NA,0,196,23,3,10,8.5217391304,11,16,FALSE,FALSE,FALSE,FALSE,SD,rural,average,NA,female,FALSE
69,NA,4,9,11,255,27,3,15,9.4444444444,11,19,FALSE,FALSE,FALSE,FALSE,NC,city,highest,NA,male,FALSE
26,NA,3,NA,0,27,4,5,10,6.75,2,14,FALSE,FALSE,FALSE,FALSE,UT,town,average,NA,female,FALSE
78,NA,6,NA,0,40,2,15,25,20,6,13,FALSE,FALSE,FALSE,FALSE,CA,town,average,TRUE,female,FALSE
71,NA,5,5,11,91,9,5,14,10.111111111,8,13,FALSE,FALSE,FALSE,FALSE,CA,urban,average,TRUE,female,FALSE
76,NA,NA,NA,0,146,15,3,12,9.7333333333,10,16,FALSE,FALSE,FALSE,FALSE,NM,rural,average,NA,NA,FALSE
NA,NA,NA,NA,0,36,4,5,11,9,2,11,FALSE,FALSE,FALSE,FALSE,NM,suburb,average,NA,female,FALSE
55,NA,1,1,8,31,4,5,15,7.75,2,13,FALSE,FALSE,FALSE,FALSE,GA,town,lowest,TRUE,female,FALSE
38,1,4,7,0,25,1,25,25,25,1,13,FALSE,FALSE,FALSE,FALSE,NC,rural,average,TRUE,female,FALSE
54,NA,4,NA,0,275,10,20,50,27.5,11,16,FALSE,FALSE,FALSE,FALSE,MO,rural,average,TRUE,male,FALSE
66,NA,6,6,1,94.25,11,5,15,8.5681818182,4,11,FALSE,FALSE,FALSE,FALSE,TX,town,average,TRUE,female,FALSE
66,1,2,NA,0,120,17,5,10,7.0588235294,11,13,FALSE,FALSE,FALSE,FALSE,FL,town,average,TRUE,female,FALSE
NA,NA,NA,NA,0,95,6,10,24,15.833333333,3,20,FALSE,FALSE,FALSE,FALSE,CA,urban,average,NA,male,FALSE
NA,NA,2,NA,0,29,9,2,5,3.2222222222,5,14,FALSE,FALSE,FALSE,FALSE,MT,city,average,NA,female,TRUE
74,NA,2,NA,0,20,2,5,15,10,1,11,FALSE,FALSE,FALSE,FALSE,MI,suburb,lowest,TRUE,male,FALSE
64,NA,4,1,6,70,13,5,10,5.3846153846,4,14,FALSE,FALSE,FALSE,FALSE,CA,suburb,lowest,TRUE,female,FALSE
47,NA,3,NA,0,162,16,5,16,10.125,11,14,FALSE,FALSE,FALSE,FALSE,GA,city,lowest,TRUE,male,FALSE
68,NA,NA,NA,0,91,12,5,10,7.5833333333,8,17,FALSE,FALSE,FALSE,FALSE,MN,town,average,NA,male,FALSE
79,NA,NA,NA,0,85,10,5,10,8.5,3,11,FALSE,FALSE,FALSE,FALSE,OK,rural,average,NA,male,FALSE
36,NA,5,4,0,60,18,2,5,3.3333333333,8,11,FALSE,FALSE,FALSE,FALSE,MI,town,average,TRUE,female,TRUE
70,NA,NA,NA,0,35,6,3,8,5.8333333333,5,11,FALSE,FALSE,FALSE,FALSE,FL,urban,average,NA,male,FALSE
56,NA,4,6,2,144,21,2,35,6.8571428571,11,13,FALSE,FALSE,FALSE,FALSE,IA,town,average,TRUE,female,FALSE
62,NA,5,8,58,75,3,15,35,25,2,14,FALSE,FALSE,FALSE,FALSE,IN,town,highest,TRUE,male,FALSE
31,NA,NA,NA,0,74,9,5,11,8.2222222222,2,13,FALSE,FALSE,FALSE,FALSE,GA,town,average,NA,NA,FALSE
57,NA,2,NA,0,230,15,5,25,15.333333333,5,22,FALSE,FALSE,FALSE,FALSE,TX,town,lowest,TRUE,male,FALSE
71,NA,4,8,2,58,8,5,10,7.25,3,19,FALSE,FALSE,FALSE,FALSE,TX,city,average,TRUE,NA,FALSE
29,3,1,NA,0,100,8,5,20,12.5,5,16,FALSE,FALSE,FALSE,FALSE,KS,rural,highest,TRUE,male,FALSE
84,NA,3,4,9,195,15,5,25,13,11,17,FALSE,FALSE,FALSE,FALSE,GA,rural,average,TRUE,male,FALSE
NA,NA,7,NA,0,229.07,20,0.07,23,11.4535,11,22,FALSE,FALSE,FALSE,FALSE,OR,rural,average,TRUE,female,FALSE
45,NA,3,8,6,36,4,3,15,9,3,11,FALSE,FALSE,FALSE,FALSE,IL,town,highest,TRUE,male,FALSE
NA,NA,NA,NA,0,305,27,5,20,11.296296296,9,17,FALSE,FALSE,FALSE,FALSE,AR,rural,lowest,NA,male,FALSE
77,NA,1,8,2,68,8,3,15,8.5,8,13,FALSE,FALSE,FALSE,FALSE,TX,city,highest,TRUE,female,FALSE
71,NA,7,9,15,115,18,3,10,6.3888888889,7,13,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,male,FALSE
75,NA,2,1,12,99,24,2,7,4.125,11,11,FALSE,FALSE,FALSE,FALSE,OR,town,average,NA,male,FALSE
35,3,3,7,2,29,5,3,7,5.8,2,12,FALSE,FALSE,FALSE,FALSE,SC,rural,highest,TRUE,female,FALSE
68,NA,4,8,8,30,2,15,15,15,2,17,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,female,FALSE
84,NA,NA,NA,0,252,17,5,26,14.823529412,9,13,TRUE,FALSE,FALSE,FALSE,SC,city,highest,NA,NA,TRUE
65,NA,7,4,6,169,7,10,37,24.142857143,7,14,FALSE,FALSE,FALSE,FALSE,IN,rural,average,TRUE,male,FALSE
78,NA,4,1,3,47,6,5,15,7.8333333333,6,20,FALSE,FALSE,FALSE,FALSE,TX,rural,average,TRUE,female,FALSE
73,NA,3,6,4,69,5,10,15,13.8,2,14,FALSE,FALSE,FALSE,FALSE,UT,city,average,TRUE,male,FALSE
46,NA,5,9,3,15,1,15,15,15,1,12,FALSE,FALSE,FALSE,FALSE,CO,suburb,highest,TRUE,female,FALSE
83,NA,5,4,1,19,3,4,10,6.3333333333,1,12,FALSE,FALSE,FALSE,FALSE,IA,city,lowest,TRUE,male,FALSE
68,NA,4,NA,0,52,5,5,20,10.4,2,17,FALSE,FALSE,FALSE,FALSE,CA,urban,average,TRUE,male,FALSE
60,1,5,9,2,111,13,5,15,8.5384615385,7,18,FALSE,FALSE,FALSE,FALSE,KY,rural,highest,TRUE,female,FALSE
NA,1,7,9,1,172,14,3,25,12.285714286,8,13,FALSE,FALSE,FALSE,FALSE,MI,suburb,highest,NA,female,FALSE
60,NA,5,4,2,40,3,5,25,13.333333333,2,14,FALSE,FALSE,FALSE,FALSE,IL,suburb,highest,TRUE,female,FALSE
41,2,5,6,2,15,1,15,15,15,1,12,FALSE,FALSE,FALSE,FALSE,CO,city,highest,TRUE,male,FALSE
72,NA,5,6,0,121,8,5,25,15.125,8,22,FALSE,FALSE,FALSE,FALSE,CA,urban,average,TRUE,female,FALSE
NA,NA,NA,NA,0,38,3,10,18,12.666666667,1,0,FALSE,FALSE,TRUE,FALSE,IL,town,highest,NA,female,FALSE
88,NA,5,3,0,100,5,10,25,20,2,9,FALSE,FALSE,FALSE,TRUE,CO,city,highest,NA,male,FALSE
NA,NA,NA,NA,0,84,7,3,25,12,9,22,FALSE,FALSE,FALSE,FALSE,GA,city,highest,NA,female,FALSE
52,NA,2,5,5,96,9,5,20,10.666666667,3,4,TRUE,FALSE,FALSE,FALSE,MO,suburb,average,TRUE,male,FALSE
84,NA,5,9,6,70,8,5,10,8.75,5,11,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,male,FALSE
76,NA,5,6,1,55,6,5,15,9.1666666667,6,12,FALSE,FALSE,FALSE,FALSE,OK,town,highest,TRUE,female,FALSE
82,NA,1,4,5,44,6,5,15,7.3333333333,3,14,FALSE,FALSE,FALSE,FALSE,TX,town,average,NA,female,FALSE
NA,NA,3,8,8,216,17,5,18,12.705882353,11,18,FALSE,FALSE,FALSE,FALSE,IL,suburb,highest,NA,NA,FALSE
56,NA,NA,NA,0,214,18,3,16,11.888888889,5,13,FALSE,FALSE,FALSE,FALSE,AZ,town,average,NA,female,FALSE
32,NA,2,NA,0,30,1,30,30,30,1,17,FALSE,FALSE,FALSE,FALSE,IA,rural,lowest,TRUE,male,FALSE
NA,NA,1,6,0,91,13,5,10,7,10,14,FALSE,FALSE,FALSE,FALSE,AL,rural,lowest,NA,male,TRUE
59,NA,7,9,0,134,10,5,20,13.4,11,12,TRUE,FALSE,FALSE,FALSE,FL,urban,highest,TRUE,female,FALSE
NA,NA,7,8,3,130,5,20,35,26,5,17,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,TRUE,female,FALSE
70,NA,1,1,3,20,1,20,20,20,1,12,FALSE,FALSE,FALSE,FALSE,LA,rural,lowest,NA,male,FALSE
NA,3,7,NA,0,40,2,20,20,20,2,15,FALSE,FALSE,FALSE,FALSE,GA,town,average,TRUE,female,FALSE
32,NA,2,NA,0,62,5,10,18,12.4,8,20,FALSE,FALSE,FALSE,TRUE,NM,NA,NA,TRUE,female,FALSE
75,NA,2,1,17,105,7,5,25,15,3,15,FALSE,FALSE,FALSE,FALSE,UT,urban,lowest,TRUE,male,FALSE
46,NA,3,6,18,124,9,5,30,13.777777778,6,13,FALSE,FALSE,FALSE,FALSE,TX,town,average,NA,female,FALSE
82,NA,NA,NA,0,189,9,5,33,21,6,15,FALSE,FALSE,FALSE,FALSE,KY,rural,lowest,NA,male,TRUE
56,NA,7,4,15,386,8,10,75,48.25,8,13,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,TRUE,male,FALSE
69,NA,4,NA,0,100,9,5,15,11.111111111,6,19,FALSE,FALSE,FALSE,FALSE,FL,suburb,average,TRUE,female,FALSE
36,2,4,NA,0,84,18,3,6,4.6666666667,5,11,FALSE,FALSE,FALSE,FALSE,UT,suburb,average,TRUE,female,FALSE
42,2,2,NA,0,109,15,3,13,7.2666666667,8,11,FALSE,FALSE,FALSE,FALSE,MS,suburb,highest,TRUE,female,FALSE
59,3,3,7,3,65,3,5,50,21.666666667,2,16,FALSE,FALSE,FALSE,FALSE,IA,suburb,average,TRUE,female,FALSE
NA,NA,7,NA,0,45,6,5,10,7.5,2,13,FALSE,FALSE,FALSE,FALSE,FL,rural,lowest,NA,female,TRUE
51,1,4,NA,0,169,14,5,25,12.071428571,11,22,FALSE,FALSE,TRUE,FALSE,MI,urban,lowest,TRUE,joint,FALSE
70,NA,2,2,1,50,5,5,20,10,3,12,FALSE,FALSE,FALSE,FALSE,KS,city,lowest,NA,male,FALSE
NA,NA,7,9,4,56,4,10,20,14,3,14,FALSE,FALSE,FALSE,FALSE,WA,suburb,average,TRUE,male,FALSE
54,NA,1,3,1,80,4,10,25,20,5,14,FALSE,FALSE,FALSE,FALSE,OR,rural,average,NA,male,FALSE
69,NA,4,9,4,53,9,5,11,5.8888888889,3,13,FALSE,FALSE,FALSE,FALSE,WI,city,highest,TRUE,female,FALSE
56,NA,5,9,10,325,4,25,100,81.25,3,22,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,TRUE,female,TRUE
75,NA,2,7,19,97,15,3,9,6.4666666667,8,12,FALSE,FALSE,FALSE,FALSE,CO,suburb,average,TRUE,male,FALSE
NA,NA,NA,NA,0,134,6,5,37,22.333333333,6,17,FALSE,FALSE,FALSE,FALSE,IN,rural,average,NA,female,FALSE
NA,NA,3,NA,0,98,8,3,20,12.25,6,15,FALSE,FALSE,FALSE,FALSE,SC,city,average,NA,female,FALSE
94,NA,NA,NA,0,196,10,10,25,19.6,11,20,FALSE,FALSE,FALSE,FALSE,OR,suburb,average,NA,female,FALSE
NA,NA,NA,NA,0,19,3,3,10,6.3333333333,1,11,FALSE,FALSE,FALSE,FALSE,MI,city,lowest,NA,male,FALSE
49,1,7,8,0,136,19,3,10,7.1578947368,5,17,FALSE,FALSE,FALSE,FALSE,IL,suburb,highest,TRUE,male,FALSE
36,NA,2,NA,0,32,2,15,17,16,3,22,FALSE,FALSE,FALSE,FALSE,NC,suburb,average,NA,female,FALSE
NA,NA,2,NA,0,54,5,5,20,10.8,2,14,FALSE,FALSE,FALSE,FALSE,IA,city,average,NA,NA,FALSE
86,NA,NA,NA,0,99,21,3,10,4.7142857143,6,18,FALSE,FALSE,FALSE,FALSE,FL,city,average,NA,female,FALSE
45,NA,5,7,6,82,7,5,15,11.714285714,6,14,FALSE,FALSE,FALSE,FALSE,CA,town,highest,TRUE,male,FALSE
NA,NA,NA,NA,0,82,6,2,25,13.666666667,7,19,FALSE,FALSE,FALSE,FALSE,GA,rural,average,NA,female,FALSE
74,NA,1,2,0,20,2,5,15,10,2,13,FALSE,FALSE,FALSE,FALSE,TN,city,lowest,TRUE,male,FALSE
64,NA,5,1,2,33,4,5,11,8.25,2,12,FALSE,FALSE,FALSE,FALSE,LA,rural,lowest,NA,female,FALSE
46,NA,2,1,15,20,1,20,20,20,1,12,FALSE,FALSE,FALSE,FALSE,CA,urban,lowest,TRUE,female,FALSE
60,NA,3,NA,0,133,13,3,30,10.230769231,9,14,FALSE,FALSE,FALSE,FALSE,WA,city,average,TRUE,male,FALSE
87,NA,2,3,3,128,16,5,12,8,7,11,FALSE,FALSE,FALSE,FALSE,OK,city,lowest,TRUE,female,FALSE
40,2,4,1,0,92,12,3,15,7.6666666667,11,11,FALSE,FALSE,FALSE,FALSE,WI,rural,average,TRUE,female,FALSE
47,NA,2,6,1,70,3,10,50,23.333333333,2,14,FALSE,FALSE,FALSE,FALSE,WA,city,average,NA,male,FALSE
70,NA,5,9,0,133,14,4,17,9.5,11,12,TRUE,FALSE,FALSE,FALSE,GA,town,highest,NA,male,FALSE
32,NA,1,7,6,25,1,25,25,25,1,16,FALSE,FALSE,FALSE,FALSE,GA,town,average,TRUE,female,FALSE
NA,NA,7,8,0,25,2,10,15,12.5,2,14,FALSE,FALSE,FALSE,FALSE,TX,town,highest,TRUE,female,FALSE
NA,NA,5,8,18,70,5,5,25,14,4,12,FALSE,FALSE,FALSE,FALSE,MS,rural,highest,TRUE,male,FALSE
NA,NA,NA,NA,0,33,5,3,10,6.6,2,14,FALSE,FALSE,FALSE,FALSE,TX,city,lowest,NA,female,FALSE
NA,NA,2,1,0,87,10,3,20,8.7,3,17,FALSE,FALSE,FALSE,FALSE,IL,rural,average,NA,NA,FALSE
67,NA,NA,NA,0,114,27,2,6,4.2222222222,9,13,FALSE,FALSE,FALSE,FALSE,MN,city,average,NA,female,FALSE
69,NA,6,5,1,30,2,10,20,15,1,14,FALSE,FALSE,FALSE,FALSE,MI,urban,lowest,NA,male,FALSE
NA,NA,7,NA,0,119,13,5,14,9.1538461538,11,14,TRUE,FALSE,FALSE,FALSE,OR,rural,average,TRUE,female,FALSE
66,NA,5,7,37,20,1,20,20,20,1,12,FALSE,FALSE,FALSE,FALSE,IL,rural,average,NA,female,FALSE
50,NA,2,NA,0,42,3,10,20,14,4,17,FALSE,FALSE,FALSE,FALSE,CA,urban,average,TRUE,female,FALSE
49,NA,2,6,6,262,6,25,60,43.666666667,5,17,TRUE,FALSE,FALSE,FALSE,IL,suburb,average,NA,male,FALSE
82,NA,NA,NA,0,211,11,10,40,19.181818182,6,18,FALSE,FALSE,FALSE,FALSE,CA,urban,lowest,NA,male,FALSE
NA,NA,NA,NA,0,150,7,10,25,21.428571429,5,21,FALSE,FALSE,FALSE,FALSE,MI,rural,average,NA,female,FALSE
58,NA,5,9,15,321,17,10,32,18.882352941,11,22,FALSE,FALSE,FALSE,FALSE,CO,town,highest,TRUE,male,FALSE
35,NA,NA,NA,0,32,4,5,12,8,2,16,FALSE,FALSE,FALSE,FALSE,TX,town,lowest,NA,female,FALSE
NA,NA,2,0,0,136,6,10,37,22.666666667,9,14,FALSE,FALSE,FALSE,FALSE,AL,rural,lowest,NA,female,FALSE
68,NA,1,5,10,73,9,3,11,8.1111111111,3,16,FALSE,FALSE,FALSE,FALSE,AL,city,lowest,TRUE,female,FALSE
NA,NA,NA,NA,0,194,46,3,7,4.2173913043,7,11,FALSE,FALSE,FALSE,FALSE,CA,city,average,NA,female,FALSE
52,1,3,NA,0,63,6,5,16,10.5,7,14,FALSE,FALSE,FALSE,FALSE,MS,rural,average,TRUE,female,FALSE
82,NA,3,7,20,237,17,10,20,13.941176471,9,17,FALSE,FALSE,FALSE,FALSE,NC,town,average,TRUE,male,FALSE
NA,NA,NA,NA,0,50,7,3,15,7.1428571429,6,21,FALSE,FALSE,FALSE,FALSE,KY,rural,average,NA,female,FALSE
40,NA,7,7,0,20,2,5,15,10,2,14,FALSE,FALSE,FALSE,FALSE,CA,city,highest,TRUE,male,FALSE
41,NA,1,1,10,20,1,20,20,20,1,13,FALSE,FALSE,FALSE,FALSE,IN,town,lowest,NA,female,FALSE
NA,NA,1,3,0,137,8,5,32,17.125,5,14,FALSE,FALSE,FALSE,FALSE,IL,rural,average,NA,female,FALSE
NA,NA,4,NA,0,40,2,15,25,20,2,12,FALSE,FALSE,FALSE,FALSE,FL,city,highest,NA,male,FALSE
NA,NA,NA,NA,0,20,1,20,20,20,1,13,FALSE,FALSE,FALSE,FALSE,CA,town,average,NA,male,FALSE
80,NA,1,NA,0,22,3,5,10,7.3333333333,2,13,FALSE,FALSE,FALSE,FALSE,FL,city,average,TRUE,female,FALSE
72,NA,5,NA,0,232,19,5,25,12.210526316,5,9,TRUE,FALSE,FALSE,FALSE,FL,town,highest,TRUE,female,FALSE
64,NA,1,2,0,29,4,3,10,7.25,2,11,FALSE,FALSE,FALSE,FALSE,IL,rural,lowest,NA,female,FALSE
58,NA,5,7,2,90,6,5,25,15,9,14,FALSE,FALSE,FALSE,FALSE,AL,suburb,average,NA,female,FALSE
68,NA,3,NA,0,20,1,20,20,20,1,16,FALSE,FALSE,FALSE,FALSE,GA,town,average,NA,female,FALSE
58,NA,NA,NA,0,20,1,20,20,20,1,12,FALSE,FALSE,FALSE,FALSE,FL,town,highest,NA,male,FALSE
60,NA,NA,NA,0,76,13,2,10,5.8461538462,5,13,FALSE,FALSE,FALSE,FALSE,FL,city,lowest,NA,female,FALSE
49,2,5,NA,0,68,8,5,12,8.5,4,14,FALSE,FALSE,FALSE,FALSE,CA,city,average,TRUE,male,FALSE
78,NA,3,NA,0,155,15,5,20,10.333333333,11,18,FALSE,FALSE,FALSE,FALSE,FL,rural,average,TRUE,female,FALSE
